seperti	-1.061848689
sepi	-1.228010415
seragam	-1.086046364
seram	-1.090643742
serang	-1.142292899
serangan	-1.090643742
serikat	-1.090643742
siap	-1.090643742
sigap	-1.090061085
silahkan	-1.221403102
simpati	-1.385274262
simpatik	-1.63761291
solidaritas	-0.829760992
sopan	-1.093111534
stres	-1.090643742
striker	-1.001192646
suap	-1.090643742
suka	-1.090643742
sulit	-0.868835614
super	-0.963908941
surga	-0.981316281
susah	-1.090643742
tabah	-1.323876094
tabrak	-1.055907742
tahan	-1.090643742
tahanan	-1.090643742
tak kalah	-1.090643742
takut	-1.090643742
tanggung jawab	-0.980722739
tangis	-1.090643742
tangkap	-1.090643742
tantangan	-1.090643742
tanya	-1.090643742
tegang	-1.118302089
tegas	-1.028861867
tembak	-1.102754978
tempur	-1.112344843
tenang	-1.090643742
tenggelam	-1.090643742
tentang	-1.090643742
tentu	-1.090643742
teramat	-1.090643742
terbesar	-1.090643742
terbunuh	-1.102978307
terganggu	-1.157565402
tergantung	-1.066952729
teriak	-1.090643742
teriakan	-1.119094558
terima	-1.090643742
terima kasih	-1.090643742
terimakasih	-0.881185405
terkejut	-0.991114547
terkena	-1.090643742
terluka	-0.796013221
teror	-1.090643742
terpengaruh	-1.016403797
tersangka	-1.104416548
tersinggung	-1.061708118
tertarik	-1.090643742
tertentu	-1.090643742
tertinggal	-1.090643742
tidak	-1.090643742
tidak aman	-1.067744291
tinggal	2.892952461
tingkat	-1.090643742
tragedi	-1.090643742
trauma	-1.033829078
tubuh	-1.01087772
tuduhan	-1.090643742
tukang jualan	-1.090643742
tumpas	-0.918492986
tunda	-1.163539764
tunggu	-1.090643742
turun	-1.192179204
tutup	-1.090643742
uang	-1.090643742
untung	-1.090643742
utuh	-1.170409763
wajib	-1.090643742
waspada	-1.090643742
wow	-1.094608275
ya	-1.090643742
yakin	-1.177866961
